,_id,_source.covered_area,_source.floor,_source.lease_duration_expected,_source.location.lat,_source.location.lon,_source.lock_in_period,_source.maintenance_charges,_source.no_of_balconies,_source.no_of_bathrooms,_source.plot_area,_source.rent_expected,_source.security_deposit,_source.servant_room,_source.servant_room_with_toilet,_source.total_floors,_source.type_of_accomodation
300,abe9a21d-bd4c-5292-ade7-5704effb7039,2800,1,24,28.541701,77.218614,12,0,2,2,4500,60000,120000.0,1,1,1.0,2
301,ad1eb892-5d9e-bd35-00e6-56fccc56a907,1350,1,24,28.53757,77.241674,12,2000,2,3,2250,75000,150000.0,1,1,3.0,3
302,4d9a0aa8-aeee-154d-1178-56b33a9f1804,1800,1,36,28.539122,77.204397,12,0,4,3,2700,120000,240000.0,1,1,3.0,3
303,4f010c42-eca7-a739-a9a2-56eaaa679f16,2200,1,24,28.560018,77.162329,12,0,1,3,4500,175000,350000.0,1,1,2.0,3
304,6d7d6ad7-4875-b8b6-01d4-56d43baaa30d,6500,0,36,28.473624,77.094939,12,0,6,7,4500,200000,400000.0,1,1,2.0,5
305,6dbfb4ae-fd56-8b58-5be4-56dbc98859b3,2100,2,24,28.563286,77.191155,12,0,2,4,4500,100000,200000.0,1,1,3.0,4
306,7201cb14-dd6f-0f06-42e5-56d425a429e7,1100,3,24,28.547043,77.200207,12,0,2,2,1200,45000,90000.0,1,1,3.0,2
307,72b82114-c407-7454-e2b6-56c05e964011,2100,0,24,28.551434,77.200945,12,0,2,3,3600,150000,300000.0,1,1,1.0,2
308,74a087a0-a712-8d9f-5922-56c0610525c9,1500,1,24,28.56027,77.219244,12,2000,2,3,1953,90000,180000.0,1,1,3.0,3
309,763e18f0-726f-141e-fca3-56e8fab087b6,2100,2,36,28.552762,77.23391,12,0,2,2,5400,70000,140000.0,1,1,2.0,2
310,5bf04043-b84e-2e48-6107-56d979d94516,1600,0,24,28.566077,77.161792,12,0,0,3,3600,115000,130000.0,0,0,2.0,3
311,5ec3af00-8740-2a1d-9391-56efa508aa74,2400,2,24,28.563842,77.189671,12,2000,1,3,1800,80000,160000.0,1,1,2.0,3
312,625d5701-7cec-2f48-3c63-56e8f7e1b096,3500,0,36,28.567646,77.164482,12,0,3,5,4500,300000,600000.0,1,1,2.0,5
313,65e8d307-1c64-a860-5cc2-5672b4c1f426,2800,2,24,28.547509,77.201033,12,0,3,4,4950,165000,330000.0,1,1,2.0,4
314,66a0bdd2-df27-3f8e-55c5-56f91421c60a,1600,1,24,28.559142,77.162504,12,0,2,3,3600,80000,160000.0,1,1,2.0,4
315,6afb4bc3-1d92-8d70-ef52-569e1c941fe2,4500,2,36,28.576903,77.171744,12,15000,6,6,7200,400000,800000.0,1,1,2.0,4
316,811fd38b-06d6-c2bb-2e4a-56d972fb5676,2000,1,24,28.560978,77.166461,12,0,1,3,3600,85000,170000.0,0,0,2.0,3
317,8422c0b6-c9a7-f822-974a-56dbfe11536a,2000,1,24,28.547956,77.200993,12,0,2,2,2700,140000,280000.0,0,0,2.0,2
318,85a031a7-9f1e-1399-971b-56a8b2b9c965,2000,0,24,28.54349,77.228523,12,0,1,3,2385,60000,120000.0,1,1,2.0,3
319,85b1cfa9-123c-d372-3401-56dbca0a299b,2100,3,24,28.559623,77.20442,12,5000,5,5,4185,160000,320000.0,1,1,3.0,4
320,8751462c-dc25-5e2e-a52e-56e271d4c546,8200,0,24,28.5662247,77.2104229,12,10000,8,11,5400,600000,1200000.0,1,1,3.0,11
321,89fe0e13-a7e5-8072-0166-56cc04cf9297,1800,3,24,28.57988,77.166577,12,2500,3,3,2970,225000,450000.0,1,1,3.0,3
322,8e552bd0-4a91-4e44-dcff-56754b50878d,2400,3,24,28.541643,77.211599,12,5000,2,5,4500,200000,400000.0,1,1,3.0,4
323,8f4aac83-81ba-a569-6478-56b5d2c13381,1800,1,24,28.579289,77.165057,12,0,2,3,3285,130000,260000.0,1,1,2.0,3
324,924c303a-76e1-48ad-58e1-56700f42b6cf,6500,0,36,28.557201,77.203342,12,0,6,7,2799,350000,700000.0,1,1,2.0,8
325,92e60cac-e7b7-379a-2e5c-56d43986bf06,2600,2,24,28.541682,77.213829,12,10000,2,3,4500,120000,240000.0,1,1,2.0,3
326,c684eb9f-80b7-d373-5911-568e00314f08,1800,3,24,28.578938,77.165053,12,15000,3,4,3600,230000,460000.0,1,1,3.0,4
327,c7f99a4a-ec16-dd66-6d14-569cb63a7e60,1500,2,24,28.570891,77.230198,12,7000,3,3,2925,130000,260000.0,1,1,2.0,3
328,ca1724d9-b6c5-1446-92a4-56dfe2c8d15b,2600,1,24,28.559589,77.162469,12,0,1,3,6300,225000,450000.0,0,0,3.0,3
329,d89fcfd1-bc90-94ab-c53e-56d1874ae92e,1000,0,24,28.54664,77.235049,12,0,0,2,1872,55000,110000.0,1,1,3.0,2
330,d94d22e9-b6a2-3a06-4bc2-56d2947bff2a,2100,1,24,28.5453,77.229686,12,2000,2,3,2700,90000,180000.0,1,1,2.0,3
331,e128a37a-9fc9-24fb-21eb-56e28b64e75f,4000,0,24,28.5652015,77.2685735,12,0,3,4,2700,150000,300000.0,1,1,2.0,4
332,e223a6a1-a8ce-4396-6a8a-56cec4a1953d,3000,0,24,28.561129,77.163799,12,0,0,5,5400,150000,300000.0,1,1,3.0,4
333,e42d926c-4ea7-6ff3-0aa4-56badfd66bf4,1500,3,36,28.539608,77.234936,12,0,3,3,1800,70000,140000.0,1,1,3.0,3
334,e5d87ebd-bf47-e5a7-c0e8-56c6dfe50e89,2000,1,24,28.569815,77.234763,12,0,1,3,2925,75000,150000.0,1,1,1.0,3
335,edda07b1-6a3d-cef4-27f3-56e161fd8d64,1500,3,24,28.545998,77.229054,12,1000,2,4,2340,75000,150000.0,1,1,3.0,3
336,ef118188-f9ce-679f-e0b8-5693702f849d,1400,3,24,28.538934,77.237809,12,5000,2,3,1800,70000,140000.0,1,1,3.0,3
337,28335d25-dae5-65db-b02f-56c435c4cc5d,3000,0,24,28.561909,77.16368,12,0,0,3,5400,225000,450000.0,1,1,1.0,3
338,34883c12-e54d-e138-f934-56e53f686320,5000,0,24,28.54155,77.21521,12,0,2,4,4500,250000,500000.0,1,1,1.0,3
339,39c54db7-997e-9e60-a835-56c85fd94f2d,2600,2,24,28.56549,77.273348,12,1000,2,3,4500,170000,510000.0,1,1,2.0,3
340,37c041e8-3d14-aacb-bdd4-5705f358c094,4000,0,24,28.5865009,77.2144468,12,0,0,5,3375,350000,700000.0,1,1,2.0,4
341,351a6313-456a-e799-c783-56e12a6c1000,1500,2,24,28.562425,77.2046,12,0,2,3,2799,200000,400000.0,1,1,3.0,3
342,fb700fa3-d3e6-dbef-f5a7-56d4165ea3cc,1500,0,24,28.468168,77.076587,12,0,1,3,2700,110000,220000.0,1,1,2.0,3
343,91d969b1-e55a-4503-8420-56dadc95af73,2700,0,24,28.565752,77.155495,12,0,5,0,5400,350000,700000.0,1,1,3.0,4
344,aea274d6-aafa-a023-27c8-565c35743c79,5000,3,12,28.552405,77.20764,6,8000,4,6,9000,500000,1500000.0,1,1,3.0,5
345,c8c5c3ab-3794-6ddc-3b35-5659811234f8,2250,1,24,28.564769,77.193834,12,0,4,4,4500,100000,300000.0,1,1,1.0,3
346,5796453f-9dda-b381-996e-56cc35114491,6000,0,36,28.567614,77.162109,12,10000,4,12,3600,1000000,2000000.0,1,1,2.0,11
347,1bb99da3-2262-b9b2-a6c9-56717f43b8c8,2000,1,24,28.549689,77.197507,12,5000,3,4,2700,140000,420000.0,1,1,3.0,4
348,24a00a81-3266-2bae-0497-567698542d86,2800,3,24,28.565893,77.219646,12,0,3,4,4320,130000,390000.0,1,1,3.0,4
349,1ab7f407-2e96-0d2e-4e86-5677e8af672a,1500,0,24,28.508899,77.19669,12,0,0,3,1800,32000,32000.0,0,0,3.0,3
350,29488385-db38-47f1-d06e-568e03d96905,1600,2,24,28.629714,77.216029,12,0,2,3,2000,210000,630000.0,0,0,3.0,3
351,24bc59f3-fcd5-4803-2d8a-5662fd4486fa,1600,0,12,28.543241,77.252514,12,0,2,3,900,35000,70000.0,0,0,2.0,3
352,35846720-ddb0-b141-1680-5645f930bfe5,2100,0,36,28.558398,77.253553,12,9000,4,4,2700,90000,270000.0,1,1,3.0,4
353,3ffe8969-7d83-04ba-47c4-56511b3affc4,2100,2,36,28.541809,77.219684,24,2500,5,5,4608,85000,255000.0,1,1,3.0,4
354,3e92b2bc-fb2f-64e3-f4e3-568cdecdf523,2800,2,24,28.532094,77.243915,12,10000,4,4,4950,150000,450000.0,1,1,3.0,4
355,4966d599-0627-aff9-57e3-5670288e2bc7,2450,2,24,28.557228,77.203734,12,15000,2,4,3150,150000,450000.0,1,1,3.0,4
356,4b2e3f45-2edc-cd4e-8161-56934cdb6aa7,2000,1,36,28.556538,77.220251,12,0,3,4,3600,90000,540000.0,1,1,2.0,3
357,47130d4a-ed53-2426-34b3-568ba86b93e3,1800,1,24,28.533392,77.245969,12,0,2,4,2925,60000,180000.0,0,0,2.0,3
358,4ae1a07d-b2f4-0587-e5ac-5659a454cb07,1000,1,11,28.556977,77.242853,11,0,2,3,1125,45000,90000.0,0,0,3.0,3
359,572ee796-c85a-ca66-7ae1-566f9926b455,1300,2,36,28.565032,77.267441,24,6000,3,2,4500,90000,180000.0,1,1,2.0,2
360,534c8c25-1c49-5ea0-c2bc-567a81da8dda,3200,0,24,28.567767,77.271029,12,10000,1,4,4500,140000,280000.0,1,1,3.0,4
361,575ac88c-cbbf-9fcb-c087-56790eba32cc,3200,0,12,28.567496,77.270602,12,0,0,3,4500,100000,200000.0,1,1,2.0,3
362,4ee5a1d3-eba0-bfb5-0c70-56a48f178739,600,1,12,28.520343,77.20978,12,0,1,1,900,20000,20000.0,0,0,2.0,1
363,51528a79-7a1b-56f9-32ad-56741d6148ce,1400,3,24,28.581956,77.245227,12,0,2,3,1800,60000,120000.0,0,0,3.0,3
364,4c33ab30-7830-0a21-0e83-56850282d5c5,1600,0,24,28.539263,77.241613,12,0,0,3,2250,45000,135000.0,1,1,2.0,3
365,5b32a01a-7b0c-2930-6dd2-56991344be0b,1800,3,36,28.415074,77.045134,12,4000,5,3,2100,35000,70000.0,1,1,12.0,4
366,5cef9482-b1c8-60b0-18a6-56458dffd7af,1800,1,24,28.545413,77.227868,12,2000,2,3,2340,75000,225000.0,1,1,2.0,3
367,61c40d16-bb38-db1d-b103-56630324fafd,200,0,24,28.544026,77.246984,11,0,1,3,2700,110000,330000.0,0,0,3.0,3
368,61fd5df8-5a92-bb10-2919-566012aa672e,1400,3,24,28.549806,77.241959,12,10000,4,3,1872,100000,300000.0,1,1,3.0,3
369,6379165a-9e2a-fb8e-7aed-56604e3d156a,2700,1,36,28.548512,77.201367,12,5000,4,5,4590,150000,450000.0,1,1,3.0,4
370,64cea6d4-f4cd-9c7b-77f9-5649d5cbcd73,1900,1,24,77.227868,77.19778,12,0,2,4,2700,80000,240000.0,0,0,2.0,4
371,65e30de7-7de5-748d-c4a3-568e3c00ca25,1800,1,36,28.530244,77.202149,12,0,2,3,3285,85000,170000.0,1,1,2.0,3
372,67e6d883-28fb-6093-c311-566c2f2fc049,4500,0,36,28.568783,77.262945,12,0,2,4,4500,350000,1000000.0,1,1,2.0,4
373,7d5924ce-f4eb-e903-1930-566d30af0ac1,1400,1,24,28.575228,77.231368,12,0,1,3,1953,100000,300000.0,1,1,2.0,3
374,7fd34eb3-954c-974e-d6c3-567baeff897e,300,0,12,28.562776,77.241063,12,0,0,1,900,7000,14000.0,0,0,2.0,1
375,83b94eb6-791c-3524-63d9-5656967ea597,1600,2,24,28.56465,77.157031,12,0,1,4,5787,150000,450000.0,1,1,2.0,3
376,86bf2fbc-bfeb-0bd9-62b2-567a7e49376e,2500,1,24,28.561865,77.245919,12,0,3,3,900,75000,150000.0,0,0,3.0,7
377,875ca703-a2b7-c5ae-db0e-567d1d71f7cc,3000,0,36,28.574723,77.259851,12,2000,3,4,2700,70000,140000.0,0,0,3.0,4
378,b6ffd13f-34cc-396a-0a29-56a21ff1cf9b,1500,2,24,28.562344,77.363487,12,0,1,4,2140,20000,40000.0,1,1,2.0,4
379,b89f0109-f223-d4ad-93cd-567654cd32be,1750,3,12,28.570116,77.221513,12,0,2,3,2250,55000,110000.0,0,0,3.0,3
380,bdfe0be0-7b16-b3fa-5bd5-56790d1856be,3000,0,24,28.566995,77.22314,12,0,0,4,4500,125000,250000.0,0,0,2.0,4
381,c2a7afd2-0a64-057d-7ac0-56741c6bed69,2050,1,36,28.575505,77.236058,24,0,4,3,2925,100000,200000.0,1,1,2.0,3
382,c3c86b24-e3c5-c08c-8d01-567918b415bd,2050,1,24,28.522558,77.203525,12,0,4,4,3150,65000,195000.0,1,1,2.0,3
383,8ba938bb-1298-79cc-eb09-56793a8d0b72,1700,2,24,28.569848,77.269198,12,0,2,2,2700,45000,135000.0,1,1,2.0,2
384,9167beb2-abc2-f6d1-c892-5690ea579b5a,450,1,12,28.540285,77.239798,0,0,1,1,900,70000,140000.0,1,1,3.0,1
385,9255779c-d55e-bef5-3ae7-5698f16551bd,2200,2,36,28.529612,77.20235,24,15000,5,4,3240,150000,300000.0,1,1,3.0,3
386,959bfe1c-520f-3379-3e7e-5662ced2956d,900,0,24,28.555345,77.239671,12,0,0,2,1800,32000,64000.0,0,0,2.0,4
387,968337de-6e27-34fd-5057-56741e2b50ac,1050,1,24,28.578549,77.25121,12,0,0,2,1350,40000,80000.0,1,1,3.0,2
388,999bb258-513e-6ecf-8f9d-56a210a91cd8,2700,2,24,28.549154,77.246334,12,0,3,5,4050,150000,450000.0,1,1,3.0,4
389,a3931893-e5ef-1edb-61ef-565aaebebd5a,2100,3,24,28.573785,77.235273,11,10000,3,4,2925,125000,250000.0,1,1,3.0,3
390,7d4f1290-41b2-4e8a-2c5b-566e9e5a8e78,2000,0,24,28.561285,77.25407,12,0,0,4,2700,100000,300000.0,1,1,3.0,3
391,a5c226b5-a3a6-0bfc-8c1a-567025aef5a7,1400,1,24,28.559266,77.201363,12,0,2,3,1800,60000,120000.0,0,0,2.0,3
392,aceac583-77de-1acc-7998-56584b4ce77b,700,3,11,28.563797,77.194262,6,1000,1,2,1800,28000,28000.0,0,0,3.0,2
393,b3beb287-8ae7-8298-1244-5672b68f2c68,1400,3,24,28.580271,77.246053,12,0,2,3,1800,40000,80000.0,0,0,3.0,3
394,eab1f923-8325-cd6e-5fbe-5690f02ee681,1800,0,36,28.532649,77.201761,12,0,1,3,2835,100000,200000.0,1,1,2.0,3
395,edd2dac8-d471-f7dc-9516-565707e0eef4,1600,1,24,28.705714,77.192555,12,0,2,3,2457,35000,70000.0,0,0,2.0,4
396,ee8b9e59-d9f2-18b4-c44f-568f87137615,1200,1,36,28.559756,77.219356,12,0,3,2,1953,45000,90000.0,1,1,2.0,2
397,f3801542-565f-88f5-c429-568cedf04985,2000,2,36,28.557311,77.235297,24,0,2,4,2925,75000,225000.0,1,1,2.0,4
398,dbddbf18-d212-8f97-106b-5656a00785d6,1200,2,24,28.567374,77.247751,6,1000,3,3,2700,42000,125000.0,0,0,3.0,3
399,dceb7197-176c-d0ff-473d-565d90ee4504,2600,1,36,28.568425,77.267365,24,2000,1,3,5130,60000,180000.0,1,1,1.0,3
400,e125edea-cae2-85ea-a208-5656be7a96ad,1300,1,24,28.556899,77.233626,6,1500,2,2,2700,38000,76000.0,1,0,2.0,2
401,e1700e9d-5323-67d6-a684-5680d10b5e1c,4800,0,36,28.568386,77.271922,12,25000,5,4,4500,200000,600000.0,1,1,2.0,4
402,e500ca0a-6a29-3722-76d0-566e99954c09,1400,2,24,28.576245,77.233438,12,0,2,1,1953,30000,60000.0,0,0,2.0,2
403,d7d17fc7-6842-a414-e144-569c8bb05427,2800,1,24,28.529251,77.24334,12,6500,0,3,4500,125000,250000.0,1,1,2.0,3
404,d7dc9935-ef1c-fdb2-1d8d-567e6a0d480d,1400,2,24,28.52044,77.215431,12,0,2,3,1800,65000,130000.0,0,0,3.0,3
405,d9378f97-8575-fcb8-b864-566522c1c980,2300,1,24,28.524728,77.21414,12,7000,3,4,3150,100000,200000.0,1,1,3.0,4
406,cdb6f000-aefe-c9d7-1ba7-568e3a920219,2800,2,24,28.530732,77.243266,12,18000,6,4,4950,175000,350000.0,1,1,3.0,4
407,cf7dac80-fa26-564a-33c5-569b3d68d53b,4200,0,36,28.561,77.350873,12,0,0,4,5350,50000,100000.0,1,1,2.0,3
408,d1fb63b0-8b80-60c8-5aae-5682876a0593,1600,3,24,28.521903,77.214861,12,4000,2,3,1800,70000,140000.0,0,0,3.0,3
409,23fdd42d-7ae3-c0d6-76fc-569dfe879738,4000,0,36,28.578672,77.171159,12,0,2,5,3600,300000,600000.0,1,1,3.0,4
410,5baf8e8a-bf01-6e0b-78fa-568fb7113701,2400,1,24,28.578239,77.164423,12,0,1,4,3600,150000,450000.0,1,1,1.0,4
411,6b27188b-aabf-0792-528f-56aafec6bd33,1200,7,24,28.425567,77.037817,12,5000,0,1,1350,40000,80000.0,0,0,12.0,1
412,6407f2ca-5611-e041-cee0-56a48fcbe497,2000,0,36,28.519005,77.214119,12,0,1,5,1800,90000,180000.0,0,0,2.0,4
413,2629d956-f914-15d5-b3be-569370c6dc93,1800,1,24,28.58036,77.165008,12,10000,3,3,2700,150000,300000.0,1,1,3.0,3
414,1a5b9e3a-8d85-4dc6-1d6f-5692519d7b2d,1800,1,24,28.580677,77.165686,12,0,3,3,2339,100000,200000.0,1,1,2.0,3
415,3b7ab6b6-d8a6-cd7a-0833-569c8c76c42a,1800,0,24,28.534332,77.238228,12,0,1,3,4950,40000,120000.0,0,0,2.0,3
416,a22e5101-a700-d47c-fed4-568cf5be4f27,2000,2,24,28.568141,77.229347,12,20000,1,3,2925,200000,400000.0,1,1,3.0,3
417,ccb81fc0-c683-5528-351c-5698eb3a409d,1400,1,12,28.575655,77.232676,6,0,1,2,1800,80000,160000.0,0,0,1.0,3
418,d2492e0a-1786-39b0-d0eb-5688fa1668ec,1600,1,36,28.564759,77.195531,12,0,3,3,2340,95000,190000.0,1,1,3.0,3
419,ea2c62aa-0d6b-4c2a-7d1b-5694adb1bec9,3500,0,24,28.580234,77.166056,12,3500,0,4,2700,150000,450000.0,1,1,2.0,3
420,eb63982d-7959-f51e-7350-569c8befc25a,2200,3,24,28.567934,77.227191,12,15000,3,4,2925,165000,495000.0,1,1,3.0,3
421,efc91308-3444-0429-01c4-569f7f79dc65,1800,0,36,28.557761,77.253966,12,8000,2,5,2700,100000,300000.0,1,1,3.0,4
422,6bc0d476-b9d7-e43b-c375-569619a9b87e,3200,0,24,28.577555,77.237773,12,0,2,4,3060,150000,300000.0,1,1,2.0,4
423,87f14bd6-623a-a30b-9afe-56972f238590,2500,0,24,28.58076,77.163994,12,0,3,4,1800,100000,300000.0,1,1,3.0,4
424,6b740eb2-91ca-6fbf-dfd1-563de54cac04,1350,0,24,28.564175,77.196636,12,0,2,3,1890,80000,160000.0,1,1,3.0,3
425,88e66573-283b-6ca7-8706-5698ec7e0ca0,1400,0,36,28.575179,77.230788,12,8000,1,3,1800,110000,330000.0,1,1,3.0,3
426,9d5ef520-e2dd-996a-76b1-5697982a0736,1800,2,36,28.534897,77.239822,12,0,3,3,2250,90000,270000.0,1,1,3.0,3
427,8019f394-43a7-7604-b073-567a3cef9933,1400,3,24,28.584379,77.241483,11,6000,2,3,1800,125000,250000.0,1,1,3.0,3
428,702c14b7-7f11-5b71-ad49-5661a8ac92c3,1400,0,36,28.54029,77.208326,12,0,0,2,1800,60000,120000.0,1,1,2.0,2
429,85e1b1e8-bc36-53ca-487b-568fc6479513,1800,2,24,28.579285,77.165035,12,5000,4,4,3375,200000,400000.0,1,1,3.0,4
430,c9a75798-a997-21f1-e4a0-567a3bd5641d,1600,2,36,28.584643,77.241494,11,5200,2,3,1800,100000,200000.0,1,1,3.0,3
431,9438c385-87d9-7192-4c0d-566801d737d2,1500,2,36,28.589183,77.252331,24,4000,1,4,1800,80000,160000.0,0,0,2.0,3
432,b898703d-94b6-ed9c-b85f-565ff288fbb5,1800,2,48,28.542701,77.254622,36,0,2,3,2250,60000,120000.0,1,1,3.0,3
433,60d06671-75bc-8d21-fa27-56c42ca57163,1800,2,24,28.575745,77.236918,12,0,3,3,2925,90000,180000.0,0,0,2.0,3
434,3b01f8c7-36a8-8231-433c-56409af53891,2100,1,24,28.53475,77.24144,12,4000,3,4,3600,160000,480000.0,1,1,3.0,4
435,60bb6e41-c981-72a1-f14e-564c70dfa1c3,2800,3,24,28.542814,77.212153,12,4000,5,5,4500,250000,500000.0,1,1,3.0,4
436,dc523441-feea-466f-7455-5646d048be34,2600,3,24,28.60323,77.189326,24,5000,4,5,4500,275000,550000.0,1,1,3.0,4
437,b9cbec01-4c8b-f9fc-5756-5650496739d8,2500,0,24,28.564972,77.167032,12,0,0,3,4500,200000,1200000.0,1,0,2.0,3
438,10520a4f-0d87-6bdd-fb26-56408e892f2e,1400,2,24,28.549929,77.242281,12,10000,4,3,1872,90000,270000.0,1,1,3.0,3
439,7c670c6c-5903-d1e4-3cc4-564dbc207d4b,1850,0,24,28.580491,77.165552,12,0,0,3,2520,100000,200000.0,1,1,2.0,3
440,9b4b968d-26f4-b05b-ace1-564dd3b84f7b,1400,1,24,28.580545,77.164345,12,2000,3,3,1800,85000,255000.0,1,1,2.0,3
441,452ef3e2-75a4-1a77-31c4-5667c7cb1aad,2100,0,24,28.482197,77.078571,24,5000,4,5,2600,110000,440000.0,1,1,12.0,3
442,91e7712c-a139-c160-9b70-5666aef996d2,4800,0,36,28.603714,77.184387,12,0,0,4,5400,250000,750000.0,1,1,3.0,3
443,d81f63e7-f7c3-6883-9722-566411e31421,2250,1,36,28.560043,77.336841,11,10000,2,5,3165,70000,210000.0,1,1,9.0,4
444,8a69f1d1-9cf1-b7ca-9d83-5666e24f244b,1700,10,24,28.581953,77.068653,11,2000,4,4,2000,24000,48000.0,1,1,10.0,4
445,b93204de-7688-b05d-a637-566187d86d31,3100,0,36,28.559937,77.217521,11,3000,2,5,4500,150000,300000.0,0,0,2.0,4
446,d610f947-fa6e-9534-9fa9-56681c606372,3300,2,24,28.561843,77.264594,12,0,4,4,4500,80000,240000.0,1,1,2.0,4
447,f13b3387-4eea-2d56-3c50-566918df5ee7,1200,3,24,28.556451,77.368043,12,1000,2,2,3767,26000,52000.0,0,0,3.0,2
448,810b0b98-aac3-8335-7b74-56fa1a0c5e6c,900,3,24,28.563286,77.191155,12,5500,2,2,2250,55000,110000.0,0,0,3.0,2
449,3018365f-98b6-7b9a-d446-56efe29ce2a8,1100,2,24,28.563469,77.19079,12,2000,1,2,1800,60000,120000.0,0,0,3.0,3
450,334cccb0-137f-c8fd-8217-570787c46eeb,600,1,24,28.54478,77.253217,12,0,1,2,900,30000,60000.0,0,0,2.0,2
451,8792481b-5db0-0f4e-9bdc-56dbdc45fc25,0,1,24,28.573445,77.220448,12,0,2,1,0,200000,400000.0,0,0,2.0,1
452,88e34ef4-ed83-6594-e760-56e2a3838517,1400,3,24,28.561545,77.190991,12,0,2,3,1800,110000,220000.0,0,0,3.0,3
453,fc590824-acfb-a900-b687-566d31fc15c1,2000,3,24,28.570601,77.227846,12,0,2,3,2925,250000,750000.0,1,1,3.0,3
454,d8d5f36f-a5d1-0e05-c3dc-566c23c227b5,3500,1,24,28.567769,77.164725,12,15000,2,3,5400,170000,340000.0,1,1,2.0,4
455,8592ad31-d5fd-3d8c-1e81-56701134a07f,3000,0,24,28.557164,77.259598,12,0,4,4,2250,55000,110000.0,1,1,3.0,4
456,8793db7b-267d-83c0-c05c-56740f688ad7,3000,2,24,28.543626,77.215326,12,5000,4,5,5400,175000,525000.0,1,1,3.0,4
457,c8ccad18-fb6d-df23-257f-56741075352c,4200,1,24,28.543198,77.211092,12,8000,6,5,7200,250000,500000.0,1,1,2.0,5
458,c0b5fac6-864a-b35b-7065-5675496b31df,2200,1,24,28.542847,77.210527,12,0,1,3,4500,90000,270000.0,1,1,2.0,3
459,eac805f9-90a1-a575-9c0e-56741c3a0789,1000,2,24,28.571381,77.260839,12,0,1,1,4500,15000,30000.0,0,0,3.0,1
460,c5bf522c-cadd-33d4-b2c8-5704db49c053,2700,1,24,28.565752,77.155495,12,0,0,5,5400,250000,500000.0,1,1,3.0,4
461,459073ac-d052-c793-1146-5668196ef97b,3500,0,36,28.564379,77.267918,12,8000,3,4,4500,150000,450000.0,1,1,2.0,4
462,a721243d-acfa-6a4c-15c6-5674109e20ec,2150,1,24,28.542932,77.219051,12,0,4,3,2763,90000,270000.0,1,1,2.0,3
463,8a5718fc-151f-699a-2a1a-5704f5ac7fc3,1400,1,24,28.5634835,77.2359683,0,0,2,3,1800,50000,100000.0,0,0,1.0,3
464,22c684de-43f6-6bdf-c402-5729eb0d237a,3000,0,24,28.579311,77.165069,12,6000,4,6,3600,300000,600000.0,1,1,2.0,6
465,229b3e0a-3750-7f9e-f65e-56f9139050b1,2000,2,24,28.547956,77.200993,12,0,2,2,2700,125000,250000.0,0,0,2.0,3
466,17c8d90f-2cfc-8578-d5c9-570deec7e5f1,1500,1,24,28.54589,77.243735,12,0,4,3,1800,110000,220000.0,1,1,3.0,3
467,12e3cb6d-0ed9-d651-6416-56ee78bae42b,5000,0,24,28.541701,77.218614,12,0,0,3,4500,140000,280000.0,1,1,1.0,3
468,1af76691-1911-8332-29ba-56e93952f1be,1800,2,24,28.5774298,77.2318937,12,0,4,0,2700,175000,350000.0,1,1,3.0,3
469,1e6b88eb-abcb-fa21-4943-56e93f0b8f6b,1800,3,24,28.5762081,77.2324457,12,5000,3,3,2700,15000,300000.0,1,1,3.0,3
470,ada979d9-f7b3-56b2-6ecd-56b33ec0a354,2000,2,24,28.538422,77.200259,12,7000,3,3,2700,90000,180000.0,1,1,2.0,3
471,adef6646-eebe-db03-673e-56d005840590,2800,0,24,28.41216,77.059782,12,4000,0,3,4725,55000,110000.0,1,1,1.0,2
472,b4f0606b-2144-09a0-8ff3-56fa28fd38b9,1800,2,24,28.578938,77.165053,12,15000,3,4,3600,230000,460000.0,1,1,3.0,4
473,b6b92cca-bc9d-1e6e-2fb7-5704e7cc8823,2000,0,24,28.574452,77.163286,12,0,0,3,3600,130000,260000.0,1,1,0.0,3
474,bbdc7c42-64f3-9bfa-e617-56cc04aa6346,3000,0,24,28.569363,77.272377,12,0,1,5,4500,175000,350000.0,1,1,1.0,5
475,bdaa9fee-8d4e-5c8c-96b6-56a8a3be3ed4,1800,3,36,28.552087,77.208791,12,0,4,4,2448,130000,260000.0,1,1,3.0,3
476,c1a48e42-57ab-790f-0463-56d53626a5f4,3200,2,24,28.543545,77.210654,12,10000,2,4,7200,300000,600000.0,1,1,3.0,3
477,c1a573cb-4276-84b7-8fed-56ceb34eb37c,1500,2,24,28.546894,77.235585,12,10000,2,3,1872,65000,130000.0,1,1,3.0,3
478,9b1fbe5a-ccd3-ca76-66d0-56c1d6145701,1800,3,36,28.547706,77.199757,12,5000,4,3,2700,100000,200000.0,1,1,3.0,3
479,9d17521b-5e8e-1d2a-31d3-56c1599a3d41,2500,0,24,28.540954,77.209113,12,2000,2,4,3600,125000,250000.0,1,1,1.0,4
480,a15147c1-6ce1-a7ea-e2ad-56ebe4854600,3000,2,24,28.578938,77.165053,12,0,3,4,6300,300000,600000.0,1,1,3.0,4
481,a17ed257-d9ca-733c-6ffc-56d1999db574,1200,2,24,28.54287,77.230757,12,0,2,2,1800,55000,110000.0,1,1,2.0,2
482,a4c801e2-aa7c-66e8-20b4-56e91b81226a,1500,3,24,28.581043,77.164665,12,0,2,3,2250,110000,220000.0,0,0,3.0,3
483,a96d90f0-a0c8-158f-5e81-56ea9d10da55,1500,2,24,28.557845,77.203503,12,0,2,3,2799,60000,120000.0,1,1,2.0,3
